	end	fragment lengths	included transcripts	inclusion normalized reads	normed reads	position	reads	sample
4	3p	20,21,22,23	3201.5	0.47331566335425057	1515.3200962286332	-96	72.0	oligo_depletion
5	3p	20,21,22,23	3216.0	0.6448908733183654	2073.969048591863	-95	131.0	oligo_depletion
6	3p	20,21,22,23	3227.5	0.5379174505137807	1736.1285715332272	-94	74.0	oligo_depletion
7	3p	20,21,22,23	3238.75	0.5691864601304794	1843.4526477475902	-93	92.0	oligo_depletion
8	3p	20,21,22,23	3250.0	0.5764673495808815	1873.518886137865	-92	87.0	oligo_depletion
9	3p	20,21,22,23	3261.25	0.4790910703332704	1562.4357531243782	-91	68.0	oligo_depletion
10	3p	20,21,22,23	3275.25	0.3505405316155903	1148.107876173962	-90	67.0	oligo_depletion
11	3p	20,21,22,23	3291.5	0.27813154351688435	915.4699754858248	-89	62.0	oligo_depletion
12	3p	20,21,22,23	3307.25	0.478443051027435	1582.3307805104844	-88	70.0	oligo_depletion
13	3p	20,21,22,23	3320.25	0.6139224165468833	2038.3759035397893	-87	83.0	oligo_depletion
14	3p	20,21,22,23	3334.75	0.4647597928708499	1549.8577192760667	-86	84.0	oligo_depletion
15	3p	20,21,22,23	3353.25	0.719953452660209	2414.183915132846	-85	146.0	oligo_depletion
16	3p	20,21,22,23	3371.0	0.7329532150510949	2470.785287937241	-84	122.0	oligo_depletion
17	3p	20,21,22,23	3387.5	0.4098015198933085	1388.2026486385826	-83	108.0	oligo_depletion
18	3p	20,21,22,23	3404.25	0.7916177943977373	2694.864876578497	-82	162.0	oligo_depletion
19	3p	20,21,22,23	3421.5	0.6588979912992577	2254.4194772304104	-81	151.0	oligo_depletion
20	3p	20,21,22,23	3439.0	0.7407941855400784	2547.5912040723297	-80	227.0	oligo_depletion
21	3p	20,21,22,23	3453.25	0.8080250239102481	2790.312413818064	-79	158.0	oligo_depletion
22	3p	20,21,22,23	3464.0	0.7301428759785937	2529.2149223898487	-78	134.0	oligo_depletion
23	3p	20,21,22,23	3475.0	0.6321882415247442	2196.854139298486	-77	90.0	oligo_depletion
24	3p	20,21,22,23	3489.0	0.47138515512590057	1644.662806234267	-76	91.0	oligo_depletion
25	3p	20,21,22,23	3506.25	0.40521642110136386	1420.790076486657	-75	117.0	oligo_depletion
26	3p	20,21,22,23	3523.25	0.48011285786547964	1691.5576264745512	-74	122.0	oligo_depletion
27	3p	20,21,22,23	3536.25	0.6575163109424561	2325.1420545702604	-73	138.0	oligo_depletion
28	3p	20,21,22,23	3548.0	0.4164625957427912	1477.6092896954233	-72	101.0	oligo_depletion
29	3p	20,21,22,23	3562.0	0.5107071082630591	1819.1387196330165	-71	115.0	oligo_depletion
30	3p	20,21,22,23	3577.75	0.42108105844265487	1506.5227568432085	-70	112.0	oligo_depletion
31	3p	20,21,22,23	3593.75	0.47664097152992924	1712.928491435683	-69	97.0	oligo_depletion
32	3p	20,21,22,23	3607.25	0.545018487069127	1966.0179374801085	-68	141.0	oligo_depletion
33	3p	20,21,22,23	3619.5	0.4709945115224329	1704.7646344554457	-67	122.0	oligo_depletion
34	3p	20,21,22,23	3633.25	0.6062537256882039	2202.671348856667	-66	129.0	oligo_depletion
35	3p	20,21,22,23	3648.0	0.5494253700859294	2004.3037500734704	-65	122.0	oligo_depletion
36	3p	20,21,22,23	3662.75	0.41996377160499276	1538.2223044461873	-64	120.0	oligo_depletion
37	3p	20,21,22,23	3677.0	0.3557945775081886	1308.2566614976095	-63	184.0	oligo_depletion
38	3p	20,21,22,23	3691.5	0.5380744015866699	1986.3016534571918	-62	186.0	oligo_depletion
39	3p	20,21,22,23	3705.25	0.5995264934156589	2221.3955397283703	-61	140.0	oligo_depletion
40	3p	20,21,22,23	3716.25	0.5087474041005455	1890.6325404886525	-60	129.0	oligo_depletion
41	3p	20,21,22,23	3728.25	0.48813971590297783	1819.906895815277	-59	151.0	oligo_depletion
42	3p	20,21,22,23	3742.75	0.6466868735304093	2420.3872959059395	-58	160.0	oligo_depletion
43	3p	20,21,22,23	3756.0	0.60698618584412	2279.8401140305145	-57	135.0	oligo_depletion
44	3p	20,21,22,23	3768.5	0.5259925141575522	1982.2027896027357	-56	133.0	oligo_depletion
45	3p	20,21,22,23	3779.75	0.6008894609777319	2271.211940130582	-55	183.0	oligo_depletion
46	3p	20,21,22,23	3789.25	0.7655443614528207	2900.8389716351007	-54	163.0	oligo_depletion
47	3p	20,21,22,23	3799.75	0.713242564765406	2710.1434354673515	-53	147.0	oligo_depletion
48	3p	20,21,22,23	3812.0	0.5867358934683453	2236.6372259013324	-52	138.0	oligo_depletion
49	3p	20,21,22,23	3825.0	0.6583160042071581	2518.0587160923797	-51	159.0	oligo_depletion
50	3p	20,21,22,23	3836.5	0.6338948022269862	2431.9374087438327	-50	159.0	oligo_depletion
51	3p	20,21,22,23	3848.25	0.615080949799446	2366.985265065718	-49	204.0	oligo_depletion
52	3p	20,21,22,23	3862.25	0.5492236855627514	2121.2391795647363	-48	145.0	oligo_depletion
53	3p	20,21,22,23	3875.5	0.648441996902307	2513.0369589948905	-47	174.0	oligo_depletion
54	3p	20,21,22,23	3888.25	0.7191629156076746	2796.285206611541	-46	197.0	oligo_depletion
55	3p	20,21,22,23	3902.25	0.5749561979754408	2243.622823549664	-45	138.0	oligo_depletion
56	3p	20,21,22,23	3915.5	0.7318111163299817	2865.4064259900433	-44	180.0	oligo_depletion
57	3p	20,21,22,23	3926.5	0.8473938857315956	3327.29209232511	-43	155.0	oligo_depletion
58	3p	20,21,22,23	3936.25	0.5471464056503462	2153.705039241175	-42	146.0	oligo_depletion
59	3p	20,21,22,23	3946.0	0.4677328135033289	1845.6736820841359	-41	168.0	oligo_depletion
60	3p	20,21,22,23	3958.5	0.6090056648170741	2410.748924178388	-40	150.0	oligo_depletion
61	3p	20,21,22,23	3974.75	0.7248884678525749	2881.250437597022	-39	180.0	oligo_depletion
62	3p	20,21,22,23	3989.75	0.5768017719969496	2301.2948698248297	-38	134.0	oligo_depletion
63	3p	20,21,22,23	4001.75	0.5164159387906654	2066.5674830555454	-37	162.0	oligo_depletion
64	3p	20,21,22,23	4013.75	0.5216857812074904	2093.916304321565	-36	155.0	oligo_depletion
65	3p	20,21,22,23	4026.0	0.6833346619636544	2751.1053490656727	-35	170.0	oligo_depletion
66	3p	20,21,22,23	4038.0	0.6891342525130275	2782.7241116476052	-34	206.0	oligo_depletion
67	3p	20,21,22,23	4050.0	0.6270025953847163	2539.3605113081007	-33	205.0	oligo_depletion
68	3p	20,21,22,23	4061.75	0.523615821639785	2126.796563545397	-32	295.0	oligo_depletion
69	3p	20,21,22,23	4072.75	0.7765018229289603	3162.497799333923	-31	180.0	oligo_depletion
70	3p	20,21,22,23	4083.0	0.7338576930325904	2996.3409606520668	-30	159.0	oligo_depletion
71	3p	20,21,22,23	4092.25	0.612518565255222	2506.579098665682	-29	196.0	oligo_depletion
72	3p	20,21,22,23	4100.75	0.6206932621025866	2545.307894567182	-28	248.0	oligo_depletion
73	3p	20,21,22,23	4108.25	0.779567012440958	3202.656178860566	-27	227.0	oligo_depletion
74	3p	20,21,22,23	4114.75	0.5712356994564065	2350.4920943382485	-26	167.0	oligo_depletion
75	3p	20,21,22,23	4122.75	0.589746396078509	2431.376954432673	-25	216.0	oligo_depletion
76	3p	20,21,22,23	4132.0	0.6457464091719479	2668.2241626984887	-24	221.0	oligo_depletion
77	3p	20,21,22,23	4140.0	0.5697380788671249	2358.715646509897	-23	227.0	oligo_depletion
78	3p	20,21,22,23	4148.25	0.499581097055987	2072.387285862498	-22	186.0	oligo_depletion
79	3p	20,21,22,23	4158.25	0.5303894943296424	2205.4921147962355	-21	171.0	oligo_depletion
80	3p	20,21,22,23	4167.0	0.5566906324207767	2319.7298652973764	-20	212.0	oligo_depletion
81	3p	20,21,22,23	4172.75	0.49633618828805354	2071.0868296789754	-19	227.0	oligo_depletion
82	3p	20,21,22,23	4177.5	0.3514449133013018	1468.1611253161882	-18	226.0	oligo_depletion
83	3p	20,21,22,23	4181.75	0.6265274589229596	2619.9812013510864	-17	337.0	oligo_depletion
84	3p	20,21,22,23	4185.0	0.515802009113143	2158.6314081385035	-16	560.0	oligo_depletion
85	3p	20,21,22,23	4189.0	0.4790692593297176	2006.8211273321872	-15	348.0	oligo_depletion
86	3p	20,21,22,23	4193.75	0.6131256722702911	2571.2957880835334	-14	243.0	oligo_depletion
87	3p	20,21,22,23	4197.25	0.45068256596731965	1891.6274000063324	-13	207.0	oligo_depletion
88	3p	20,21,22,23	4199.5	0.4018354530488126	1687.5079850784884	-12	146.0	oligo_depletion
89	3p	20,21,22,23	4201.75	0.5105880338591705	2145.3632712677695	-11	181.0	oligo_depletion
90	3p	20,21,22,23	4204.5	0.34765908468413825	1461.7326215544592	-10	130.0	oligo_depletion
91	3p	20,21,22,23	4229.75	0.38929438773369285	1646.6179365165874	-9	159.0	oligo_depletion
92	3p	20,21,22,23	4276.25	0.3623550388154212	1549.5207347344449	-8	208.0	oligo_depletion
93	3p	20,21,22,23	4299.0	0.20387240291620193	876.447460136752	-7	90.0	oligo_depletion
94	3p	20,21,22,23	4299.0	0.4706987786723358	2023.5340495123714	-6	108.0	oligo_depletion
95	3p	20,21,22,23	4299.0	0.37334555500753563	1605.0125409773957	-5	113.0	oligo_depletion
96	3p	20,21,22,23	4299.0	0.25419241350616045	1092.7731856629837	-4	83.0	oligo_depletion
97	3p	20,21,22,23	4299.0	0.3450677448923181	1483.4462352920757	-3	117.0	oligo_depletion
98	3p	20,21,22,23	4299.0	0.600955008507785	2583.505581574968	-2	226.0	oligo_depletion
99	3p	20,21,22,23	4299.0	1.4207447465373348	6107.781665364003	-1	551.0	oligo_depletion
100	3p	20,21,22,23	4299.0	10.20275658957029	43861.65057856268	0	4738.0	oligo_depletion
101	3p	20,21,22,23	4299.0	2.794142832422177	12012.020036582939	1	1254.0	oligo_depletion
102	3p	20,21,22,23	4299.0	0.7069870430745799	3039.3372981776192	2	273.0	oligo_depletion
103	3p	20,21,22,23	4299.0	2.464497129286535	10594.873158802813	3	1024.0	oligo_depletion
104	3p	20,21,22,23	4299.0	0.7077473273045327	3042.605760082186	4	298.0	oligo_depletion
105	3p	20,21,22,23	4299.0	0.7283961592597397	3131.375088657621	5	222.0	oligo_depletion
106	3p	20,21,22,23	4299.0	3.053377341422986	13126.469190777418	6	1401.0	oligo_depletion
107	3p	20,21,22,23	4299.0	1.3085488840635238	5625.451652589089	7	547.0	oligo_depletion
108	3p	20,21,22,23	4299.0	2.410030161055526	10360.719662377707	8	630.0	oligo_depletion
109	3p	20,21,22,23	4299.0	3.8107015328293294	16382.205889633287	9	1312.0	oligo_depletion
110	3p	20,21,22,23	4299.0	1.7352520489123127	7459.848558274032	10	497.0	oligo_depletion
111	3p	20,21,22,23	4299.0	0.7479521833776279	3215.446436340422	11	263.0	oligo_depletion
112	3p	20,21,22,23	4299.0	2.8968520889657228	12453.567130463642	12	1265.0	oligo_depletion
113	3p	20,21,22,23	4299.0	1.3422140854762123	5770.178353462237	13	1311.0	oligo_depletion
114	3p	20,21,22,23	4299.0	0.6584996736282129	2830.8900969276874	14	378.0	oligo_depletion
115	3p	20,21,22,23	4299.0	1.9060982959577073	8194.316574322183	15	909.0	oligo_depletion
116	3p	20,21,22,23	4299.0	0.5194448046315895	2233.0932151112033	16	265.0	oligo_depletion
117	3p	20,21,22,23	4299.0	0.6244598592937639	2684.552935103891	17	214.0	oligo_depletion
118	3p	20,21,22,23	4299.0	1.6985207192705907	7301.940572144269	18	744.0	oligo_depletion
119	3p	20,21,22,23	4299.0	0.4061099454509003	1745.8666554934202	19	186.0	oligo_depletion
120	3p	20,21,22,23	4299.0	0.4116673821018003	1769.7580756556395	20	132.0	oligo_depletion
121	3p	20,21,22,23	4299.0	1.8712133409199907	8044.34615261504	21	695.0	oligo_depletion
122	3p	20,21,22,23	4299.0	0.590462413712933	2538.3979165518986	22	219.0	oligo_depletion
123	3p	20,21,22,23	4299.0	0.4504158073196931	1936.3375556673607	23	173.0	oligo_depletion
124	3p	20,21,22,23	4299.0	1.432041699982718	6156.347268225704	24	648.0	oligo_depletion
125	3p	20,21,22,23	4299.0	0.5723026188937834	2460.328958624375	25	187.0	oligo_depletion
126	3p	20,21,22,23	4299.0	0.5074987733343184	2181.737226564235	26	150.0	oligo_depletion
127	3p	20,21,22,23	4299.0	1.7572789333505912	7554.542134474192	27	760.0	oligo_depletion
128	3p	20,21,22,23	4299.0	0.4655408155508907	2001.359966053279	28	203.0	oligo_depletion
129	3p	20,21,22,23	4299.0	0.35408381226617697	1522.2063089322949	29	159.0	oligo_depletion
130	3p	20,21,22,23	4299.0	1.8195528324005696	7822.257626490049	30	647.0	oligo_depletion
131	3p	20,21,22,23	4299.0	0.4248181369116414	1826.2931705831463	31	184.0	oligo_depletion
132	3p	20,21,22,23	4299.0	0.4834445493672778	2078.3281177299273	32	157.0	oligo_depletion
133	3p	20,21,22,23	4299.0	1.7978556031811423	7728.981238075731	33	639.0	oligo_depletion
134	3p	20,21,22,23	4299.0	0.5891963538847327	2532.955125350466	34	187.0	oligo_depletion
135	3p	20,21,22,23	4299.0	0.5182623878488516	2228.010005362213	35	187.0	oligo_depletion
136	3p	20,21,22,23	4299.0	1.577412783598454	6781.297556689754	36	789.0	oligo_depletion
137	3p	20,21,22,23	4299.0	0.3610892824824753	1552.3228253921613	37	188.0	oligo_depletion
138	3p	20,21,22,23	4299.0	0.592504642116234	2547.17745645769	38	167.0	oligo_depletion
139	3p	20,21,22,23	4299.0	1.6379058179894737	7041.357111536748	39	810.0	oligo_depletion
140	3p	20,21,22,23	4299.0	0.509102861085209	2188.6331998053133	40	203.0	oligo_depletion
141	3p	20,21,22,23	4299.0	0.4493756476487267	1931.865909241876	41	182.0	oligo_depletion
142	3p	20,21,22,23	4299.0	1.8438674903441545	7926.78634098952	42	735.0	oligo_depletion
143	3p	20,21,22,23	4299.0	0.6999882293679287	3009.2493980527256	43	206.0	oligo_depletion
144	3p	20,21,22,23	4299.0	0.4795486532141048	2061.5796601674365	44	170.0	oligo_depletion
145	3p	20,21,22,23	4299.0	2.0499561021277177	8812.761283047059	45	765.0	oligo_depletion
146	3p	20,21,22,23	4299.0	0.8154204852325961	3505.492666014931	46	216.0	oligo_depletion
147	3p	20,21,22,23	4299.0	0.4823882702467523	2073.787173790788	47	166.0	oligo_depletion
148	3p	20,21,22,23	4299.0	1.9090377325832562	8206.953212375418	48	772.0	oligo_depletion
149	3p	20,21,22,23	4299.0	0.5406972152471831	2324.4573283476398	49	208.0	oligo_depletion
150	3p	20,21,22,23	4299.0	0.5867208787835778	2522.313057890601	50	187.0	oligo_depletion
151	3p	20,21,22,23	4299.0	1.7843577162821647	7670.953822297026	51	852.0	oligo_depletion
152	3p	20,21,22,23	4299.0	0.6395756148193188	2749.5355681082515	52	205.0	oligo_depletion
153	3p	20,21,22,23	4299.0	0.46460451039487466	1997.334790187566	53	165.0	oligo_depletion
154	3p	20,21,22,23	4299.0	2.0986562814664493	9022.123354024267	54	785.0	oligo_depletion
155	3p	20,21,22,23	4299.0	0.6069386392806102	2609.229210267343	55	221.0	oligo_depletion
156	3p	20,21,22,23	4299.0	0.47074190742242283	2023.7194600089958	56	206.0	oligo_depletion
157	3p	20,21,22,23	4299.0	1.8722527471326151	8048.814559923112	57	745.0	oligo_depletion
158	3p	20,21,22,23	4299.0	0.5335353349212939	2293.6684048266425	58	185.0	oligo_depletion
159	3p	20,21,22,23	4299.0	0.6296942331991257	2707.055508523041	59	181.0	oligo_depletion
160	3p	20,21,22,23	4299.0	2.0885228939658496	8978.559921159187	60	677.0	oligo_depletion
161	3p	20,21,22,23	4299.0	0.6196217489101272	2663.753898564637	61	186.0	oligo_depletion
162	3p	20,21,22,23	4299.0	0.6841295554439883	2941.072958853706	62	233.0	oligo_depletion
163	3p	20,21,22,23	4299.0	1.7976371141234047	7728.041953616516	63	840.0	oligo_depletion
164	3p	20,21,22,23	4299.0	0.585691356123381	2517.887139974415	64	206.0	oligo_depletion
165	3p	20,21,22,23	4299.0	0.5991746037609529	2575.8516215683367	65	225.0	oligo_depletion
166	3p	20,21,22,23	4299.0	1.904634764955664	8188.0248545444	66	892.0	oligo_depletion
167	3p	20,21,22,23	4299.0	0.47345000462795644	2035.3615698955848	67	230.0	oligo_depletion
168	3p	20,21,22,23	4299.0	0.3172300279516258	1363.7718901640394	68	190.0	oligo_depletion
169	3p	20,21,22,23	4299.0	1.9662230149637763	8452.792741329275	69	793.0	oligo_depletion
170	3p	20,21,22,23	4299.0	0.6018800245039065	2587.482225342294	70	197.0	oligo_depletion
171	3p	20,21,22,23	4299.0	0.4939214446396772	2123.3682905059723	71	203.0	oligo_depletion
172	3p	20,21,22,23	4299.0	1.7098266626870255	7350.544822891523	72	780.0	oligo_depletion
173	3p	20,21,22,23	4299.0	0.6463764011253882	2778.772148438044	73	193.0	oligo_depletion
174	3p	20,21,22,23	4299.0	0.38839533873339627	1669.7115612148705	74	192.0	oligo_depletion
175	3p	20,21,22,23	4299.0	1.6331580614974714	7020.94650637763	75	691.0	oligo_depletion
176	3p	20,21,22,23	4299.0	0.4459116111007041	1916.974016121927	76	192.0	oligo_depletion
177	3p	20,21,22,23	4299.0	0.5087394748370409	2187.0710023244387	77	292.0	oligo_depletion
178	3p	20,21,22,23	4299.0	1.8827639916143444	8094.002399950066	78	1187.0	oligo_depletion
179	3p	20,21,22,23	4299.0	0.4618987330492669	1985.7026533787982	79	195.0	oligo_depletion
180	3p	20,21,22,23	4299.0	0.6206973949256333	2668.378100785297	80	230.0	oligo_depletion
181	3p	20,21,22,23	4299.0	1.8359568965004642	7892.778698055496	81	893.0	oligo_depletion
182	3p	20,21,22,23	4299.0	0.75622266138923	3251.0012213123	82	254.0	oligo_depletion
183	3p	20,21,22,23	4299.0	0.3764739133259456	1618.46135338824	83	207.0	oligo_depletion
184	3p	20,21,22,23	4299.0	1.8235061121047897	7839.252775938491	84	865.0	oligo_depletion
185	3p	20,21,22,23	4299.0	0.42773581287961726	1838.8362595694746	85	198.0	oligo_depletion
186	3p	20,21,22,23	4299.0	0.4330010044539773	1861.4713181476486	86	230.0	oligo_depletion
187	3p	20,21,22,23	4299.0	2.0492158881577476	8809.579103190157	87	753.0	oligo_depletion
188	3p	20,21,22,23	4299.0	0.6295921601804015	2706.616696615546	88	211.0	oligo_depletion
189	3p	20,21,22,23	4299.0	0.46542403694787987	2000.8579348389355	89	217.0	oligo_depletion
190	3p	20,21,22,23	4299.0	1.952475846245293	8393.693663008515	90	867.0	oligo_depletion
191	3p	20,21,22,23	4299.0	0.5026599127996398	2160.9349651256516	91	192.0	oligo_depletion
192	3p	20,21,22,23	4299.0	0.642797219741615	2763.3852476692027	92	187.0	oligo_depletion
193	3p	20,21,22,23	4299.0	2.257852319503495	9706.507121545525	93	775.0	oligo_depletion
194	3p	20,21,22,23	4299.0	0.5897368579908949	2535.2787525028575	94	187.0	oligo_depletion
195	3p	20,21,22,23	4299.0	0.56984609767576	2449.768373908092	95	259.0	oligo_depletion
196	3p	20,21,22,23	4299.0	1.714315540326524	7369.8425078637265	96	703.0	oligo_depletion
197	3p	20,21,22,23	4299.0	0.3165728701468726	1360.946768761405	97	168.0	oligo_depletion
198	3p	20,21,22,23	4299.0	0.5032360722336746	2163.4118745325673	98	210.0	oligo_depletion
199	3p	20,21,22,23	4299.0	2.0400451504647874	8770.15410184812	99	740.0	oligo_depletion
200	3p	20,21,22,23	4299.0	0.5316421469993944	2285.5295899503963	100	207.0	oligo_depletion
201	3p	20,21,22,23	4299.0	0.46185847832593613	1985.5295983231995	101	174.0	oligo_depletion
202	3p	20,21,22,23	4299.0	1.9322267283209404	8306.642705051723	102	876.0	oligo_depletion
203	3p	20,21,22,23	4299.0	0.5110034613533339	2196.803880357982	103	196.0	oligo_depletion
204	3p	20,21,22,23	4299.0	0.5837270257525625	2509.4424837102665	104	209.0	oligo_depletion
205	3p	20,21,22,23	4299.0	2.0792493944033668	8938.693146540074	105	797.0	oligo_depletion
206	3p	20,21,22,23	4299.0	0.5722620624426813	2460.154606441087	106	222.0	oligo_depletion
207	3p	20,21,22,23	4299.0	0.5180542216010797	2227.115098663042	107	198.0	oligo_depletion
208	3p	20,21,22,23	4299.0	2.026987296677511	8714.01838841662	108	817.0	oligo_depletion
209	3p	20,21,22,23	4299.0	0.43561115473437617	1872.6923542030831	109	206.0	oligo_depletion
210	3p	20,21,22,23	4299.0	0.5024592971879417	2160.072518610961	110	202.0	oligo_depletion
211	3p	20,21,22,23	4299.0	2.163902916352878	9302.618637401021	111	737.0	oligo_depletion
212	3p	20,21,22,23	4299.0	0.42719530631249314	1836.512621837408	112	170.0	oligo_depletion
213	3p	20,21,22,23	4299.0	0.4325688052912453	1859.6132939470635	113	200.0	oligo_depletion
214	3p	20,21,22,23	4299.0	1.8273610148416866	7855.82500280441	114	756.0	oligo_depletion
215	3p	20,21,22,23	4299.0	0.5546509452252695	2384.4444135234335	115	207.0	oligo_depletion
216	3p	20,21,22,23	4299.0	0.5351017468960853	2300.4024099062703	116	250.0	oligo_depletion
217	3p	20,21,22,23	4299.0	1.924580013043883	8273.769476075653	117	949.0	oligo_depletion
218	3p	20,21,22,23	4299.0	0.5165599156532842	2220.6910773934687	118	256.0	oligo_depletion
219	3p	20,21,22,23	4299.0	0.5879802506235736	2527.727097430743	119	224.0	oligo_depletion
220	3p	20,21,22,23	4299.0	2.071732425684412	8906.377698017288	120	900.0	oligo_depletion
221	3p	20,21,22,23	4299.0	0.6922851413140173	2976.1338225089603	121	222.0	oligo_depletion
222	3p	20,21,22,23	4299.0	0.30749068448909944	1321.9024526186386	122	192.0	oligo_depletion
223	3p	20,21,22,23	4299.0	1.8906270980662585	8127.805894586845	123	854.0	oligo_depletion
224	3p	20,21,22,23	4299.0	0.5632053363363558	2421.2197409099936	124	219.0	oligo_depletion
225	3p	20,21,22,23	4299.0	0.45130556449943643	1940.1626217830772	125	208.0	oligo_depletion
226	3p	20,21,22,23	4299.0	1.8744014795704598	8058.051960673407	126	879.0	oligo_depletion
227	3p	20,21,22,23	4299.0	0.5317292021018607	2285.903839835899	127	241.0	oligo_depletion
228	3p	20,21,22,23	4299.0	0.49186466780095167	2114.5262068762913	128	217.0	oligo_depletion
229	3p	20,21,22,23	4299.0	1.9242898394790546	8272.522019920456	129	877.0	oligo_depletion
230	3p	20,21,22,23	4299.0	0.6135565311074126	2637.679527230767	130	223.0	oligo_depletion
